category,confidence,food_id,food_name_jp,matched,no_match,reason
野菜類,high,06212,（にんじん類）　にんじん　根　皮つき　生,False,True,"Japanese carrot (にんじん) raw with skin is a basic vegetable that should have a USDA equivalent, but none of the candidates are raw carrots - candidate 21 is frozen carrots (153kcal vs 35kcal expected), and all others are processed soups or unrelated vegetables; no suitable match exists in the provided list"
野菜類,high,06213,（にんじん類）　にんじん　根　皮つき　ゆで,False,True,"Japanese item is boiled carrot with skin; USDA has frozen unprepared carrots (17) but no boiled carrot entry. Candidate 8 (carrot soup) is processed/mixed product, not plain boiled carrot. No direct USDA equivalent for plain boiled carrot exists in candidates."
野菜類,high,06214,（にんじん類）　にんじん　根　皮なし　生,False,True,"Japanese carrot (peeled root, raw) has no direct USDA equivalent; all candidates are either processed soups/sauces, different vegetables, or cooked preparations, making a meaningful match impossible."
野菜類,high,06215,（にんじん類）　にんじん　根　皮なし　ゆで,False,True,"Japanese item is boiled carrot (peeled, root only) with very high vitamin A (8700μg) and specific nutrient profile; USDA candidate #19 is frozen unprepared carrots (153kcal vs 28kcal) and soup candidates are mixed dishes, none match boiled carrot preparation or nutrient density"
野菜類,high,06346,（にんじん類）　にんじん　根　皮なし　素揚げ,False,True,"Deep-fried carrot (素揚げ) is a prepared vegetable dish not found in USDA database; candidates are soups, sauces, or raw vegetables with poor nutrient matches, particularly low fat content compared to the 3.3g fat from frying"
野菜類,high,06217,（にんじん類）　にんじん　ジュース　缶詰,False,True,"Carrot juice in canned form is a common vegetable juice product globally available in US markets, but no USDA entry for carrot juice specifically exists in the provided candidates; all options are either soups/sauces or other vegetables, making this a clear NO_MATCH situation"
野菜類,high,06218,（にんじん類）　きんとき　根　皮つき　生,False,True,"Kintoki carrot is a Japanese heirloom carrot variety with distinctive red/purple flesh; no exact US USDA match exists for this specific variety, and all candidates are either soups, processed items, or nutritionally dissimilar vegetables"
野菜類,high,06220,（にんじん類）　きんとき　根　皮なし　生,False,True,"Kintoki carrot is a specific Japanese carrot variety; no USDA database entry exists for raw carrots with comparable nutrient profile (closest option #21 is frozen/processed, not raw). Standard carrot entries unavailable in provided candidates."
野菜類,high,06221,（にんじん類）　きんとき　根　皮なし　ゆで,False,True,"Kintoki carrot (golden carrot variety) boiled without skin is a specific Japanese cultivar; closest USDA carrot entries (frozen unprepared #20) differ significantly in preparation and nutrient profile; no boiled carrot entry exists in candidates to match the cooked state and nutrient values (40kcal, 4.1g fiber, 4800μg VitA)"
野菜類,high,06222,（にんじん類）　ミニキャロット　根　生,False,True,"Mini carrots (raw) are a common vegetable available in US markets; however, no USDA entry for raw carrots with comparable nutrient profile exists in candidates (entry 21 is frozen carrots with 153kcal, far exceeding the 26kcal of raw mini carrots), making NO_MATCH the most appropriate choice given the instruction to match common vegetables even with preparation differences - but no suitable raw carrot entry is present"
野菜類,high,06223,（にんにく類）　にんにく　りん茎　生,False,True,"Japanese item is raw garlic bulb (にんにく りん茎 生) with 129 kcal/100g and high nutrient density; all USDA candidates are beans, leafy vegetables, or other items with 11-209 kcal/100g - no garlic entry exists in provided database"
野菜類,high,06349,（にんにく類）　にんにく　りん茎　油いため,False,True,"Oil-fried garlic bulbs (油いため) is a Japanese-specific prepared garlic product; USDA database lacks garlic-based entries and candidates are fundamentally different vegetables (beans, artichokes, leafy greens) with mismatched nutrient profiles and food categories"
野菜類,high,06230,のざわな　漬物　塩漬,False,True,"Nozawana is a traditional Japanese pickled vegetable (salted pickle) with no direct USDA equivalent; while candidates 1, 7, 9, 18, 23 match some nutrients, they are fresh or boiled vegetables without the fermentation/pickling process that defines this traditional Japanese food product"
野菜類,high,06231,のざわな　漬物　調味漬,False,True,"Nozawana pickle is a traditional Japanese vegetable pickle with no direct US equivalent; while nutrient profiles might match some vegetables, the fermented/pickled preparation and cultural specificity classify it as a Japan-specific food product"
野菜類,high,06238,バジル　葉　生,False,True,"Basil (バジル) is a common culinary herb globally available in the US; however, none of the USDA candidates are basil or herb entries - all candidates are vegetables, soups, or sauces with significantly different nutrient profiles (basil's unique high vitamin A at 6300μg and specific mineral composition are not represented in any option)"
野菜類,high,06239,パセリ　葉　生,False,True,"Parsley (パセリ) is a common herb available in US food supply but USDA database lacks a direct parsley entry; candidates are either non-vegetable products (soups/gravies) or botanically distinct vegetables (mushrooms, broccoli, onions) with significantly different nutrient profiles"
野菜類,high,06251,（ピーマン類）　トマピー　果実　生,False,True,"トマピー (Tomapie) is a hybrid tomato-pepper variety not found in US food supply; closest candidates (peppers, tomatoes) have significantly different nutrient profiles, particularly VitC (200mg vs 15-113mg) and VitA (1900μg vs 0-426μg)"
野菜類,high,06253,ひのな　根・茎葉　甘酢漬,False,True,"ひのな (hinona/Japanese mustard greens) pickled in sweet vinegar is a traditional Japanese pickle with no direct USDA equivalent; candidates are either soups/sauces, different vegetable types, or cooked preparations, none matching the raw/pickled vegetable concept and nutrient profile"
野菜類,high,06261,ふだんそう　葉　生,False,True,ふだんそう (Toona sinensis/Chinese mahogany leaves) is a Japanese/Asian leafy vegetable with no direct USDA equivalent; candidates are soups and processed items that don't match the raw leaf vegetable category or nutrient profile
野菜類,high,06359,ほうれんそう　葉　通年平均　油いため,False,True,"Japanese spinach leaves stir-fried in oil has no direct USDA equivalent; cooked spinach entries absent from candidates, and nutritional profile (91 kcal, 7.6g fat, 7600μg VitA) suggests prepared spinach which isn't represented in the provided list"
野菜類,high,06270,ホースラディシュ　根茎　生,False,True,"Horseradish root (ホースラディシュ根茎) is not represented in the USDA candidates; the nutrient profile (69 kcal, 8.2g fiber, 110mg Ca, 510mg K, 73mg VitC) does not match any available options, and horseradish is a common cruciferous root vegetable available in US markets but absent from these candidates."
野菜類,high,06074,みずな　塩漬,False,True,"Mizuna (Japanese mustard greens) salted pickle is a traditional Japanese preserved vegetable with no direct USDA equivalent; while raw greens exist in USDA database, the salted/pickled preparation and specific vegetable type make this a Japan-specific food product"
野菜類,high,06280,（みょうが類）　みょうが　花穂　生,False,True,"Myōga (Japanese ginger bud/flower shoots) is a unique Japanese vegetable with no direct US equivalent; closest candidates (celery, summer squash) differ significantly in plant family, flavor profile, and culinary use"
野菜類,high,06283,めキャベツ　結球葉　生,False,True,"メキャベツ (me-cabbage/Brussels sprouts) is a Japanese cruciferous vegetable with distinctive nutritional profile (high protein 5.7g, high fiber 5.5g, very high vitamin C 160mg, high vitamin A 710μg) that doesn't match any USDA candidate; closest vegetables (broccoli, kale) have significantly lower protein and vitamin content, and no USDA entry for Brussels sprouts or me-cabbage exists in provided candidates"
野菜類,high,06284,めキャベツ　結球葉　ゆで,False,True,"めキャベツ (Brussels sprouts, boiled) is a specific cruciferous vegetable not well-represented in provided USDA candidates; no Brussels sprouts entry exists in the list, and nutrient profile (high protein 5.3g, high fiber 5.2g, high vitamin C 110mg, vitamin A 690μg) doesn't match the available options sufficiently for reliable matching."
野菜類,high,06295,やまごぼう　みそ漬,False,True,やまごぼう (Japanese salsify/black salsify) miso pickle is a Japan-specific fermented vegetable pickle with no direct USDA equivalent; candidates lack the characteristic root vegetable base and fermented miso preparation profile
野菜類,high,06301,よもぎ　葉　生,False,True,"よもぎ (mugwort) is a Japan-specific wild herb with distinctive nutritional profile (high fiber 7.8g, very high Vitamin A 5300μg, high iron 4.3mg) that has no direct US USDA equivalent; candidates are either processed foods, soups, or vegetables with substantially different nutrient compositions"
野菜類,high,06305,（らっきょう類）　らっきょう　りん茎　生,False,True,"Rakkyou (Allium chinense bulbs) is a Japanese-specific pickled vegetable with unique characteristics (high fiber 20.7g, low energy 83kcal, raw bulb form) that has no direct USDA equivalent; candidates are either wrong food types, cooked preparations, or nutritionally mismatched"
野菜類,high,06306,（らっきょう類）　らっきょう　甘酢漬,False,True,"Rakkyō is a traditional Japanese pickle (Amchur plant) with sweet vinegar preparation; no USDA equivalent exists - closest candidates (cabbage pickles, canned vegetables) differ fundamentally in base ingredient, preparation method, and nutrient profile"
野菜類,high,06307,（らっきょう類）　エシャレット　りん茎　生,False,True,"Echalion (エシャレット) is a Japanese scallion variety with very high fiber (11.4g) and low energy (59kcal) profile that doesn't match any USDA vegetable entries; closest candidates (yardlong beans, cowpeas) have insufficient fiber and different botanical characteristics"
野菜類,high,06310,ルバーブ　葉柄　生,False,True,"Rhubarb (ルバーブ) is not sufficiently represented in the USDA candidates; the closest options (purslane, cardoon, butterbur) have significantly different nutrient profiles, particularly energy (18-22 kcal vs 23 kcal), carbohydrates (3.55-5.33g vs 1.9g), and lack rhubarb's characteristic high fiber (2.5g) relative to carbs. Rhubarb is a common global vegetable but no adequate match exists in this candidate set."
野菜類,high,06322,わさび　根茎　生,False,True,"Wasabi rhizome is a Japan-specific ingredient with unique pungent properties and nutrient profile (89kcal, 5.6g protein, 75mg VitC) that doesn't match any common US vegetable in the USDA database; no adequate equivalent exists"
野菜類,high,06323,わさび　わさび漬,False,True,"わさび漬 (wasabi pickles) is a Japan-specific pickled vegetable product with no direct US equivalent; while pickled vegetables exist in US markets, wasabi-based pickles are a traditional Japanese preparation without comparable USDA entry"
野菜類,high,06324,わらび　生わらび　生,False,True,Warabi (bracken fern) is a Japan-specific foraged vegetable with no direct USDA equivalent; all candidates are either soups/sauces or processed vegetables fundamentally different in food category and culinary use
野菜類,high,06326,わらび　干しわらび　乾,False,True,"Warabi (bracken fern) is a Japanese mountain vegetable with no direct USDA equivalent; dried warabi has exceptionally high fiber (58g/100g) and protein (20g/100g) unlike any listed vegetables, making it a Japan-specific food product without US counterpart"
果実類,high,07181,アサイー　冷凍　無糖,False,True,"Acai (açaí) is a South American berry not commonly found in USDA database as frozen unsweetened product; the Japanese item's low carbs (0.2g) and high fiber (4.7g) with moderate energy (62 kcal) don't match any candidate sufficiently, and acai is not a traditional Japanese food requiring NO_MATCH"
果実類,high,07159,アセロラ　甘味種　生,False,True,Acerola (West Indian cherry) is a tropical fruit not commonly found in US food supply; no nutritionally comparable USDA entry exists for this high-vitamin C fruit (800mg/100g is exceptionally high)
果実類,high,07015,いちじく　生,False,True,"いちじく (fig) is not represented in the provided USDA database candidates; figs have distinctive nutrient profiles and botanical characteristics distinct from the stone fruits, apples, cherries, and pears listed"
果実類,high,07020,うめ　梅漬　塩漬,False,True,"Umeboshi (salt-pickled plums) is a traditional Japanese fermented pickle with 19.3g salt per 100g - a uniquely Japanese preserved food product with no direct USDA equivalent; raw plums (candidate 11) are fundamentally different in processing, preservation method, and salt content"
果実類,high,07021,うめ　梅漬　調味漬,False,True,"うめ梅漬調味漬 is a traditional Japanese pickled plum (umeboshi variant) with high salt content (6.9g/100g) characteristic of Japanese salt-preserved pickles; no USDA entry captures this specific preservation method and sodium profile, as USDA candidates lack comparable salt levels and represent fresh fruits rather than salt-cured pickled products"
果実類,high,07022,うめ　梅干し　塩漬,False,True,Umeboshi (salt-pickled plum) is a traditional Japanese fermented condiment with 18.2g salt per 100g - a processing/preservation method fundamentally different from any raw fruit in USDA database; no nutritionally or conceptually equivalent US product exists
果実類,high,07039,オリーブ　塩漬　スタッフドオリーブ,False,True,Stuffed olives (salt-cured) are a processed olive product with high salt content (5.1g/100g) that does not match any USDA fruit category entries; no equivalent processed olive product exists in the provided USDA database
果実類,high,07053,かりん　生,False,True,"かりん (Quince) is a specific Asian fruit with distinctive high fiber (8.9g), low energy (58kcal), and moderate potassium profile that does not match any of the provided USDA candidates; quince is not commonly found in the US food supply database"
果実類,high,07046,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,False,True,"Valencia orange marmalade is a specific preserve product not adequately represented in USDA database; closest candidates are fruit preserves/jams but no direct orange marmalade entry exists, and nutrient profile (233 kcal, 61.3g carbs) significantly exceeds all canned fruit options which are mostly under 180 kcal"
果実類,high,07047,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,False,True,Low-sugar orange marmalade is a processed citrus preserve product not represented in the USDA candidates; no marmalade or orange preserve entries available in the provided list
果実類,high,07056,（かんきつ類）　きんかん　全果　生,False,True,"Kinkan (kumquat) whole fruit raw has no direct USDA match; closest citrus candidates (grapefruits, oranges, lemons) are significantly lower in energy (29-63 kcal vs 67 kcal) and fiber (0.1-0.3g vs 4.6g), reflecting kinkan's unique nutritional profile of eating the whole fruit including peel"
果実類,high,07157,ココナッツ　ココナッツウォーター,False,True,"Coconut water is a specific tropical beverage not adequately represented in USDA candidates; closest matches are canned fruit juices/nectars which differ significantly in sodium content, processing, and nutritional profile (candidates average 40-60kcal vs 22kcal, and higher carbs)"
果実類,high,07158,ココナッツ　ココナッツミルク,False,True,"Coconut milk is a processed coconut product not found in USDA Fruits and Fruit Juices category; all candidates are juices, smoothies, or whole fruits with fundamentally different nutrient profiles (low fat, high carbs) versus coconut milk (high fat at 14.9g, low carbs)"
果実類,high,07170,ココナッツ　ナタデココ,False,True,Nata de coco is a uniquely processed coconut product (bacterial cellulose fermentation) with no direct US food equivalent; closest USDA items are fruit nectars/juices but nata de coco is a distinct gel product not represented in the database
果実類,high,07073,ざくろ　生,False,True,"Pomegranate (ざくろ) is a distinct fruit not well-represented in USDA database candidates; closest nutrient match (E=63kcal) is a processed smoothie, not a raw pomegranate equivalent"
果実類,high,07087,ドリアン　生,False,True,"ドリアン (durian) is a tropical fruit not commonly found in USDA database; while nutritionally similar to custard-apple or cherimoya, durian's distinctive characteristics, high potassium (510mg), and specific nutrient profile don't match any single USDA entry sufficiently, and it's not a staple in US food supply"
果実類,high,07104,ハスカップ　生,False,True,"Haskap (ハスカップ) is a Japanese honeysuckle berry with distinct nutrient profile (55kcal, high fiber 2.1g, high vitamin C 44mg, vitamin A 130μg) that doesn't match any USDA candidates; closest candidates (strawberries, mulberries) are significantly lower in energy and vitamin A, and haskap is not commercially available in US food supply"
果実類,high,07106,パッションフルーツ　果汁　生,False,True,"Passion fruit juice (生 raw/fresh) has no direct USDA match; candidates are either concentrated juices, processed nectars, or whole fruits with different nutrient profiles, making accurate matching impossible"
果実類,high,07178,ぶどう　皮つき　生,False,True,"Japanese item is raw grapes with skin (ぶどう 皮つき 生); all USDA candidates are canned/processed fruits or juices, not raw grapes. Raw grapes should exist in USDA database but are not represented in this candidate list."
果実類,high,07132,マンゴー　生,False,True,"Mango (raw/fresh) is a common tropical fruit available globally, but no USDA candidate matches fresh mango; all candidates are processed products (juices, smoothies, canned items) or completely different fruits, making none suitable for matching fresh mango."
果実類,high,07144,ライチー　生,False,True,"Lychee (ライチー) is a specific tropical fruit not well-represented in the USDA candidates; candidate #2 (Carissa) is closest nutritionally but conceptually different, and no true lychee entry exists in the provided USDA database"
きのこ類,high,08001,えのきたけ　生,False,True,"Enoki mushrooms (raw) are a specific edible fungus with unique characteristics; while candidate 18 (Jew's ear mushroom) is the closest mushroom match, it differs significantly in nutrients and is not a true equivalent - enoki is not sufficiently represented in the USDA database candidates"
きのこ類,high,08002,えのきたけ　ゆで,False,True,"Enoki mushroom (boiled) is a specific mushroom variety not represented in USDA database; candidates are all vegetables/legumes, not mushrooms, making NO_MATCH the appropriate choice"
きのこ類,high,08003,えのきたけ　味付け瓶詰,False,True,"Enoki mushrooms in seasoned bottle/jar form are a Japanese-specific preserved mushroom product with high salt content (4.3g) typical of Japanese tsukudani-style preparation; no USDA database entry exists for mushroom products, only vegetable products listed"
きのこ類,high,08006,（きくらげ類）　きくらげ　乾,False,True,"Kikurage is a dried wood ear mushroom with unique nutritional profile (extremely high fiber 57.4g, high iron 35mg, vitamin D 85μg) not present in USDA candidates; no mushroom entry matches dried kikurage specifications"
きのこ類,high,08008,（きくらげ類）　しろきくらげ　乾,False,True,White wood ear mushroom (dried) is a specialty fungal product without a USDA equivalent; all candidates are vegetables/legumes with vastly different nutrient profiles and food category
きのこ類,high,08040,しいたけ　生しいたけ　菌床栽培　ゆで,False,True,"Boiled shiitake mushrooms are a common global food, but no USDA candidate represents mushrooms - all candidates are beans, vegetables, or other produce with significantly different nutrient profiles (especially fiber content and mineral composition); the mushroom category is absent from the USDA options provided"
きのこ類,high,08044,しいたけ　生しいたけ　原木栽培　油いため,False,True,"Shiitake mushrooms are a Japanese fungal food category not adequately represented in USDA database; all candidates are vegetables/legumes/leafy greens, not mushrooms"
きのこ類,high,08013,しいたけ　乾しいたけ　乾,False,True,"Dried shiitake mushroom is a processed mushroom product with no direct USDA equivalent; all candidates are vegetables/legumes with vastly different nutrient profiles (much lower protein, energy, and potassium than dried shiitake)"
きのこ類,high,08014,しいたけ　乾しいたけ　ゆで,False,True,"Dried shiitake mushroom (boiled) is a specific Japanese mushroom preparation with unique nutritional profile (high fiber 6.7g, low energy 40kcal, vitamin D 1.4μg); USDA database lacks mushroom entries and candidates are all vegetables/beans with incompatible nutrient profiles and food categories"
きのこ類,high,08053,しいたけ　乾しいたけ　甘煮,False,True,"Dried shiitake mushrooms in sweet braise (甘煮) is a Japan-specific prepared mushroom product with added sugar and salt; no USDA vegetable entry matches dried mushrooms or mushroom-based prepared dishes, and all candidates are fresh/canned vegetables with different nutritional profiles"
きのこ類,high,08017,（しめじ類）　ぶなしめじ　ゆで,False,True,"Boiled bunashimeji mushroom has no USDA equivalent; all candidates are vegetables/beans, not mushrooms, and the USDA database lacks cooked mushroom entries matching this specific type"
きのこ類,high,08058,なめこ　カットなめこ　生,False,True,"Nameko mushrooms are a specific Japanese cultivated mushroom species with unique nutritional profile; no USDA vegetable candidates match the mushroom category, and nutrient profile differs significantly from all options (lower energy, protein, and carbs than candidates)"
きのこ類,high,08030,まいたけ　乾,False,True,"Maitake (Grifola frondosa) is a Japanese mushroom species with distinctive nutritional profile (high protein 21.9g, extremely high fiber 40.9g, high potassium 2500mg, vitamin D 20μg) that does not match any USDA vegetable entry; no dried mushroom product in candidates matches these characteristics, and maitake is a Japan-specific cultivated mushroom without direct US equivalent in the database"
きのこ類,high,08034,まつたけ　生,False,True,"Matsutake is a Japan-specific mushroom variety with unique culinary properties; USDA database lacks dedicated mushroom entries that match this food category, and all candidates are vegetables/legumes, not mushrooms"
藻類,high,09001,あおさ　素干し,False,True,Aosa (青さ) is a dried seaweed product with no equivalent in the USDA database; seaweed products are Japan-specific foods not commonly in the US food supply
藻類,high,09002,あおのり　素干し,False,True,"Aonori (green seaweed powder) is a Japan-specific dried seaweed product with no direct equivalent in the USDA database; while parsley freeze-dried (candidate 2) has similar protein content, the nutrient profile (especially fiber 35.2g, iron 77mg, vitamin A 21000μg, B12 32μg) is distinctly characteristic of dried seaweed and fundamentally different from any candidate offered"
藻類,high,09003,あまのり　ほしのり,False,True,"Amanori (甘のり) is a dried edible seaweed product specific to Japanese cuisine with no direct equivalent in the provided USDA database; all candidates are either animal proteins or common vegetables/potatoes, none match the algae/seaweed category or nutrient profile of this marine product."
藻類,high,09004,あまのり　焼きのり,False,True,"Amanori焼きのり (roasted edible seaweed/nori) is a Japan-specific algae product with no direct USDA equivalent; all candidates are terrestrial vegetables, proteins, or processed potato products fundamentally different in food category and source material."
藻類,high,09005,あまのり　味付けのり,False,True,"あまのり味付けのり is a seasoned nori seaweed product with distinctive Japanese preparation and nutrient profile (high protein 40g, very high vitamin A 32000μg, high salt 4.3g) that has no equivalent in the provided USDA finfish/shellfish and vegetable product categories; seaweed products are Japan-specific foods not commonly found in standard US food supply"
藻類,high,09006,あらめ　蒸し干し,False,True,"Arame is a specific Japanese seaweed product with unique nutritional profile (high fiber 48g, high minerals, high salt 5.8g) with no equivalent in USDA database; all candidates are either land vegetables, fish, or shellfish with fundamentally different nutrient compositions and food categories"
藻類,high,09007,いわのり　素干し,False,True,"いわのり (rock nori seaweed) is a Japan-specific dried seaweed product with no nutritional or categorical equivalent in the provided USDA database; all candidates are either vegetables, potatoes, or seafood, not algae/seaweed products"
藻類,high,09012,うみぶどう　生,False,True,"Umibudo (sea grapes) is a Japan-specific edible seaweed with unique nutritional profile (very low calories, high fiber, mineral content) that has no direct equivalent in USDA vegetable database; all candidates are terrestrial vegetables with substantially different nutrient compositions and food category classification"
藻類,high,09008,えごのり　素干し,False,True,"Egonori (素干し seaweed) is a Japan-specific dried algae product with no direct USDA equivalent; all candidates are vegetables, fish, or shellfish with fundamentally different nutrient profiles (low fiber, different mineral compositions) unsuitable for matching a seaweed product"
藻類,high,09009,えごのり　おきうと,False,True,"えごのり おきうと is a processed seaweed product (Egonori jelly/agar) with no direct USDA equivalent; all candidates are vegetables/legumes, not seaweed products"
藻類,high,09010,おごのり　塩蔵　塩抜き,False,True,"Ogonori (salt-preserved seaweed) is a Japan-specific algae product with no equivalent in USDA vegetables database; all candidates are terrestrial vegetables, not seaweeds or marine algae products"
藻類,high,09011,かわのり　素干し,False,True,"Kawanori (edible seaweed/nori) is a Japan-specific dried seaweed product with no direct USDA equivalent; the nutrient profile (extremely high protein 38.1%, fiber 41.7%, iron 61mg, vitamin A 6900μg) is characteristic of dried seaweed and does not match any candidate categories (vegetables, fish, or shellfish)."
藻類,high,09013,（こんぶ類）　えながおにこんぶ　素干し,False,True,"Enanago kombu (elongated kelp, sun-dried) is a seaweed product with no equivalent in the USDA database; all candidates are vegetables, fish, or shellfish, not algae/seaweed products"
藻類,high,09014,（こんぶ類）　がごめこんぶ　素干し,False,True,"Gagome kombu is a Japan-specific edible kelp/seaweed product with no USDA equivalent; all candidates are vegetables, fish, or shellfish, not seaweed products"
藻類,high,09015,（こんぶ類）　ながこんぶ　素干し,False,True,"ながこんぶ (long kombu) is a dried seaweed/kelp product specific to Japanese cuisine with no equivalent in the USDA vegetable products database; all candidates are terrestrial vegetables or fish, not seaweed"
藻類,high,09016,（こんぶ類）　ほそめこんぶ　素干し,False,True,"Hosomekonbu is a dried kelp seaweed product with no direct USDA equivalent; while some candidates show similar energy/protein profiles, they are fundamentally different food categories (vegetables, fish) and lack the characteristic high fiber (32.9g), high sodium (6.1g salt), and mineral profile unique to kombu seaweed products"
藻類,high,09017,（こんぶ類）　まこんぶ　素干し　乾,False,True,"Makonbu (true kelp) is a Japan-specific seaweed product with no USDA equivalent; all candidates are vegetables, fish, or shellfish with fundamentally different nutrient profiles and food categories"
藻類,high,09056,（こんぶ類）　まこんぶ　素干し　水煮,False,True,Kombu (kelp) is a seaweed product with no equivalent in USDA vegetable database; all candidates are terrestrial vegetables with fundamentally different nutrient profiles and food categories
藻類,high,09018,（こんぶ類）　みついしこんぶ　素干し,False,True,Mitsuishi kombu is a Japan-specific dried kelp/seaweed product with no direct USDA equivalent; seaweed products are classified as NO_MATCH per guidelines
藻類,high,09019,（こんぶ類）　りしりこんぶ　素干し,False,True,"Rishiri kombu is a dried edible seaweed (kelp) product with no direct equivalent in the USDA database; all candidates are vegetables, fish, or shellfish, not seaweed/algae products"
藻類,high,09020,（こんぶ類）　刻み昆布,False,True,"刻み昆布 (kiizami kombu) is a dried, shredded kelp/kombu seaweed product with no nutritionally or conceptually equivalent entry in the USDA vegetable database; seaweed products are Japan-specific foods not represented in the provided US food supply candidates"
藻類,high,09021,（こんぶ類）　削り昆布,False,True,削り昆布 (shaved kombu) is a dried seaweed product with no equivalent in the provided USDA vegetable database; seaweed products are Japan-specific foods not found in typical US food supply
藻類,high,09022,（こんぶ類）　塩昆布,False,True,塩昆布 is a salted kelp/kombu seaweed product with extremely high salt content (18.0g/100g) and specific nutrient profile unique to edible seaweed; no USDA vegetable or food product candidate matches both the food category (marine algae) and nutrient characteristics
藻類,high,09023,（こんぶ類）　つくだ煮,False,True,Tsukudani is a traditional Japanese seaweed (kombu) preservation preparation with no direct USDA equivalent; it is a Japan-specific processed seaweed product fundamentally different from the vegetable products in the USDA database
藻類,high,09024,すいぜんじのり　素干し　水戻し,False,True,"Suizenji nori is a Japan-specific edible seaweed product with no direct USDA equivalent; all candidates are vegetables/vegetable products, not algae/seaweed"
藻類,high,09025,てんぐさ　素干し,False,True,"Tengusa (Gelidiella acerosa) is a dried red seaweed with unique nutrient profile (high fiber 47.3g, high potassium 3100mg, high protein 16.1g) characteristic of Japanese seaweed products; no USDA vegetables or other candidates match this food category or nutritional composition"
藻類,high,09026,てんぐさ　ところてん,False,True,"Tengusa/Tokoroten is a seaweed-derived gelatin product (agar), a Japan-specific food with no direct US vegetable equivalent; USDA candidates are all terrestrial vegetables, not seaweed products"
藻類,high,09027,てんぐさ　角寒天,False,True,Tengusa kanten (角寒天) is a Japan-specific processed seaweed product (agar/agarose gel from red algae) with no direct US food database equivalent; USDA database lacks seaweed-derived gelatin products and categorizes only vegetable products in candidates
藻類,high,09028,てんぐさ　寒天,False,True,Tengusa (Gelidium) agar is a Japan-specific seaweed product with unique properties (food gelling agent); all USDA candidates are vegetables/legumes with fundamentally different compositions and uses - no equivalent exists in US food supply
藻類,high,09049,てんぐさ　粉寒天,False,True,"Tengusa powder agar (寒天) is a Japan-specific seaweed-derived gelling agent with no direct US vegetable equivalent; USDA candidates are all vegetables/beans, not seaweed products or agar substitutes"
藻類,high,09029,とさかのり　赤とさか　塩蔵　塩抜き,False,True,"Tosaka nori is a specialized Japanese seaweed product; USDA database lacks seaweed/algae entries, and vegetable candidates are nutritionally and conceptually incompatible with marine algae"
藻類,high,09030,とさかのり　青とさか　塩蔵　塩抜き,False,True,Tosaka nori is a specialized Japanese seaweed product with no equivalent in USDA vegetable database; all candidates are land vegetables with different nutritional profiles and food categories
藻類,high,09050,ひじき　ほしひじき　ステンレス釜　乾,False,True,"Hijiki is a dried seaweed product with unique nutritional profile (high fiber 51.8g, high minerals, high salt 4.7g) not present in USDA database; seaweed products are Japan-specific foods with no US equivalent"
藻類,high,09051,ひじき　ほしひじき　ステンレス釜　ゆで,False,True,Hijiki is a Japan-specific seaweed/algae product with no USDA vegetable equivalent; all candidates are terrestrial vegetables with fundamentally different nutrient profiles and food categories
藻類,high,09052,ひじき　ほしひじき　ステンレス釜　油いため,False,True,"Hijiki is a dried seaweed product with oil-frying preparation; all USDA candidates are terrestrial vegetables with fundamentally different nutrient profiles (especially carbohydrate content and mineral composition), making this a Japan-specific seaweed product with no US equivalent in the database"
藻類,high,09054,ひじき　ほしひじき　鉄釜　ゆで,False,True,"Hijiki (hoshi hijiki) is a dried seaweed product with unique nutritional profile (high iron, calcium, fiber) and preparation method; all USDA candidates are terrestrial vegetables with fundamentally different nutrient compositions and food categories, making this a Japan-specific seaweed product with no US equivalent"
藻類,high,09055,ひじき　ほしひじき　鉄釜　油いため,False,True,"Hijiki is a Japanese seaweed product with unique nutritional profile (high iron, calcium, fiber) and preparation method (oil-fried dried seaweed); no USDA vegetable entry matches this algae category or nutrient composition, and seaweed products are Japan-specific foods explicitly listed as NO_MATCH candidates"
藻類,high,09032,ひとえぐさ　素干し,False,True,"ひとえぐさ (Hitoegusa) is a dried seaweed product with distinctive nutrient profile (high fiber 44.2g, high salt 11.4g, high vitamin A 8600μg, high calcium 920mg) that has no equivalent in the provided USDA database which lacks seaweed/algae entries"
藻類,high,09033,ひとえぐさ　つくだ煮,False,True,"Hitoe-gusa tsukudani is a Japan-specific seaweed (algae) tsukudani preparation with no direct US USDA equivalent; tsukudani is a traditional Japanese cooking/preservation method, and the candidates are all finfish, shellfish, or legume-based vegetables, not seaweed products."
藻類,high,09034,ふのり　素干し,False,True,"ふのり (Funori) is a dried seaweed product with no equivalent in the provided USDA database; all candidates are fish/shellfish or common vegetables, not seaweed/algae products"
藻類,high,09035,まつも　素干し,False,True,"Matsmo (dried seaweed) is a Japan-specific algae product with no USDA equivalent; all candidates are finfish/shellfish or common vegetables, none match the seaweed category or nutritional profile of dried algae"
藻類,high,09036,むかでのり　塩蔵　塩抜き,False,True,"むかでのり is a salt-preserved edible seaweed (Undaria pinnatifida variety) with no direct USDA equivalent; while candidates 3 and 6 are fungi/vegetables, they lack the characteristic seaweed nutrient profile and salted preparation specific to Japanese nori products"
