confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
,169818,"Prairie Turnips, raw (Northern Plains Indians)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169819,"Stinging Nettles, blanched (Northern Plains Indians)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169820,"Plums, wild (Northern Plains Indians)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169821,"Pinon Nuts, roasted (Navajo)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169822,"Caribou, hind quarter, meat, cooked (Alaska Native)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169823,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169824,"Sea lion, Steller, meat with fat (Alaska Native)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169825,"Sea lion, Steller, fat (Alaska Native)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169826,"Wocas, dried seeds, Oregon, yellow pond lily (Klamath)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169827,"Hazelnuts, beaked (Northern Plains Indians)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169828,"Tea, herbal, brewed, Hohoysi (Hopi)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169829,"Tortilla, blue corn, Sakwavikaviki (Hopi)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
,169830,"Bread, blue corn, somiviki (Hopi)",False,True,No MEXT category mapped for American Indian/Alaska Native Foods,True,American Indian/Alaska Native Foods
high,169831,"APPLEBEE'S, 9 oz house sirloin steak",False,True,US restaurant sirloin steak (grilled beef) has no equivalent in Japanese composition table which contains only processed/prepared dishes; grilled meat cuts are basic ingredients not listed in this processed foods-focused table,,Restaurant Foods
high,169833,"T.G.I. FRIDAY'S, french fries",False,True,"French fries have extremely high energy density (1240 kcal/100g) with moderate fat and carbs, characteristic of deep-fried potatoes; no Japanese table entry matches this profile - all candidates are breaded/fried prepared dishes with 140-300 kcal/100g, not pure fried potatoes",,Restaurant Foods
high,169835,"T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu",False,True,"Macaroni & cheese is a pasta-based cheese sauce dish; no Japanese table entry matches this starchy pasta + dairy profile (505kcal, 17.4g carbs, 3.45g fat, 89mg Ca per 100g)—closest candidates are fried/breaded items with different compositions",,Restaurant Foods
high,169836,"Restaurant, family style, french fries",False,True,"French fries are fried potato strips with very high carbohydrate (37.2g) and moderate fat (14.0g) per 100g; no Japanese candidates match this profile - all listed items are either protein-based fried foods (fries, cutlets, croquettes) or prepared dishes with different macronutrient compositions, making NO_MATCH the appropriate selection",,Restaurant Foods
high,169839,"Restaurant, family style, macaroni & cheese, from kids' menu",False,True,"Macaroni & cheese is a distinctly American pasta dish with creamy cheese sauce; the US item's extremely high energy (634 kcal/100g) and low protein (5.42g) profile doesn't match any Japanese candidate, which are all significantly lower in calories and represent fried/breaded items or different dishes entirely",,Restaurant Foods
high,169840,"APPLEBEE'S, crunchy onion rings",False,True,"Onion rings are a distinctly American fried vegetable appetizer with no direct Japanese equivalent in the table; closest candidates (croquettes, fried items) differ significantly in protein content (4.58g vs 5-10g+) and lack the vegetable-based composition characteristic of onion rings",,Restaurant Foods
high,169843,"CRACKER BARREL, coleslaw",False,True,"Coleslaw is a raw vegetable salad (cabbage-based) with minimal fat/energy; all candidates are cooked fried/processed dishes with 2-7x higher energy density, making none nutritionally appropriate matches",,Restaurant Foods
high,169844,"DENNY'S, onion rings",False,True,"Onion rings are a uniquely fried vegetable appetizer with no direct Japanese equivalent in the table; closest candidates (croquettes, fried items) have significantly lower energy density and different compositions, failing both concept and nutrient matching",,Restaurant Foods
high,169850,"Restaurant, Italian, lasagna with meat",False,True,"Lasagna is a baked pasta dish with high carbohydrates (11.4g) and moderate protein typical of pasta-based dishes; no Japanese candidate matches this profile - all candidates are either fried foods, croquettes, or dumplings with vastly different nutrient compositions and cooking methods",,Restaurant Foods
high,169852,"OLIVE GARDEN, spaghetti with pomodoro sauce",False,True,"Spaghetti with pomodoro sauce is a pasta dish with tomato-based sauce; no Japanese table entry matches pasta dishes or tomato-based sauces - all candidates are fried foods, soups, rice dishes, or Chinese cuisine with incompatible nutrient profiles and food concepts.",,Restaurant Foods
high,169853,"CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce",False,True,"Spaghetti with pomodoro sauce is a pasta dish with tomato sauce (Italian, not Japanese cuisine); no Japanese composition table entry matches pasta-based dishes, and all candidates are fried foods, croquettes, dumplings, or other non-pasta prepared dishes with fundamentally different composition profiles.",,Restaurant Foods
high,169855,"Restaurant, Mexican, cheese enchilada",False,True,"Cheese enchilada is a distinctly Mexican-American dish with no equivalent in Japanese cuisine; nutrient profile (1140 kcal/100g, high fat 18.5g, moderate protein 11.2g) is substantially higher than all Japanese candidates which are mostly cooked dishes at 100-300 kcal/100g, indicating the US data likely represents the whole prepared dish rather than comparable serving basis",,Restaurant Foods
high,169858,"OLIVE GARDEN, chicken parmigiana without pasta",False,True,"Chicken parmigiana is an Italian-American dish with breaded/fried chicken breast covered in tomato sauce and melted cheese; the high energy (885 kcal/100g) and protein (15.3g) profile with moderate fat (11.2g) and carbs (12.3g) don't match any Japanese candidates which are all substantially lower in calories (139-299 kcal/100g) and represent different dish types (croquettes, fried items, hamburgers, dumplings); no Japanese equivalent exists in the table.",,Restaurant Foods
high,169861,"Snacks, popcorn, home-prepared, oil-popped, unsalted",False,True,"Popcorn (oil-popped, unsalted) is a distinct American snack with unique nutrient profile (2090 kcal/100g energy density, 10g fiber, 0.008g salt) that doesn't match any Japanese snack entries; closest candidates like corn snack (516 kcal) and potato chips (515-541 kcal) have dramatically lower energy density and different carbohydrate/fiber composition, indicating no true Japanese equivalent in the table",,Snacks
high,169862,"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal",False,True,"POST Great Grains Crunchy Pecan is a heavily fortified ready-to-eat breakfast cereal with added nuts and vitamins (notably high Fe, VitB12, VitD); Japanese composition table lacks ready-to-eat fortified cereals - only raw grains, flours, and traditional preparations are listed",,Breakfast Cereals
high,169863,"Snacks, granola bar, with coconut, chocolate coated",False,True,"Granola bars are a distinctly American processed snack category with no direct Japanese equivalent; the US item's energy density (2220 kcal/100g) far exceeds all candidates (max 588 kcal/100g), indicating the table values are per-serving not per-100g, making nutritional comparison invalid",,Snacks
,169864,"Babyfood, vegetable and brown rice, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,169865,"Babyfood, peas and brown rice",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
high,169870,"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch",False,True,"Ready-to-eat breakfast cereal with added nuts, banana, fiber (11.2g), and fortified vitamins/minerals has no equivalent in Japanese food composition table which contains only raw grains and basic grain products without added ingredients or fortification profiles matching this processed cereal",,Breakfast Cereals
,169871,"Babyfood, carrots, toddler",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,169872,"Babyfood, dessert, banana pudding, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,169873,"Babyfood, fruit, tutti frutti, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,169874,"Babyfood, fruit, tutti frutti, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
high,169875,"Salad dressing, sweet and sour",False,True,"Sweet and sour salad dressing is a dilute emulsion with 63 kcal/100g and 3.7g carbs, fundamentally different from pure oils/fats (579-897 kcal) in the Japanese table; no Japanese condiment entry matches this product category",,Fats and Oils
high,169876,"Salad dressing, blue or roquefort cheese, low calorie",False,True,"Blue cheese salad dressing is a prepared condiment with dairy, emulsifiers, and seasonings (5.1g protein, 99 kcal/100g); all candidates are pure fats/oils with vastly different nutrient profiles (700-889 kcal/100g, minimal protein), making this a food category mismatch with no suitable Japanese equivalent in the provided table",,Fats and Oils
high,169877,"Salad dressing, caesar, low calorie",False,True,"Caesar dressing is an emulsified condiment (oil, egg, anchovies, cheese, lemon) with 4.4g fat and 18.6g carbs per 100g; all Japanese candidates are pure fats/oils (64-97g fat, 0-0.9g carbs), fundamentally different food category with no nutritional or compositional match",,Fats and Oils
high,169878,"Syrups, sugar free",False,True,"Sugar-free syrups are a modern processed product with no equivalent in Japanese food composition table; closest candidates (jellies, desserts) are complete foods rather than liquid sweetener condiments",,Sweets
high,169879,"Jellies, no sugar (with sodium saccharin), any flavors",False,True,"Sugar-free jelly with saccharin has no direct Japanese equivalent in the table; closest candidates (gums, candies) are either different product types or lack comparable nutritional data, making this a uniquely formulated American diet product without a suitable match",,Sweets
,169883,"Fluid replacement, electrolyte solution (include PEDIALYTE)",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
high,169884,"Vermicelli, made from soy",False,True,"Soy vermicelli is a noodle product with very high carbs (82.3g) and very low protein (0.1g), but all Japanese candidates are either whole legume products, bean pastes, or processed legume dishes with protein 4.4-24.7g; no Japanese noodle/pasta equivalent exists in this legume-focused table",,Legumes and Legume Products
high,169886,"Chicken, meatless",False,True,"Meatless chicken is a highly processed plant-based meat analog unique to modern American food industry with no direct equivalent in Japanese food composition table; closest candidates (tofu products, natto) have substantially different nutrient profiles and culinary purposes",,Legumes and Legume Products
high,169890,"Cabbage, japanese style, fresh, pickled",False,True,"Pickled Japanese cabbage (tsukemono) has no direct match in the provided table; closest candidates are other pickled vegetables (eggplant, daikon) but they differ significantly in base vegetable composition, protein content, and nutritional profile compared to cabbage-based pickles",,Vegetables and Vegetable Products
high,169894,"Butter replacement, without fat, powder",False,True,"Fat-free butter powder is a modern ultra-processed product with 89g carbs/100g and minimal fat (1g), fundamentally different from traditional fats and oils in Japanese food composition table which are all high-fat (74-99.7g fat) with minimal carbohydrates; no Japanese equivalent exists for this type of carbohydrate-based butter replacement",,Fats and Oils
high,169895,"Salad dressing, buttermilk, lite",False,True,"Buttermilk salad dressing is a creamy emulsified condiment with water, dairy, and seasonings (202kcal, 12.4g fat, 21.3g carb per 100g), fundamentally different from pure oils/fats in the Japanese table which are 700-890kcal with 64-97g fat and minimal carbs; no Japanese salad dressing equivalent exists in this oil-focused table",,Fats and Oils
high,169896,"Sweeteners, tabletop, fructose, dry, powder",False,True,"Pure fructose powder (100% carbohydrate, minimal other nutrients) has no direct equivalent in Japanese food composition table; all candidates are composite foods with proteins, fats, or other ingredients not present in pure fructose sweetener",,Sweets
high,169900,"Frozen novelties, ice cream type, sundae, prepackaged",False,True,"Frozen ice cream sundae novelty is a cold dairy dessert with ~800kcal/100g and low fat (6g), which doesn't match any Japanese candidates; closest options are room-temperature baked goods (300-600kcal) or high-fat chocolates, lacking the frozen dairy concept and specific nutrient profile of this product",,Sweets
high,169903,"Pheasant, cooked, total edible",False,True,"Pheasant is wild game poultry with lean protein (32.4g) and moderate fat (12.1g) at 998kcal/100g; Japanese table lacks wild game birds and all candidates are either domestic livestock (beef, pork, lamb) or domestic poultry (chicken) with significantly lower energy values (305-541kcal) and different fat profiles, making no suitable match available",,Poultry Products
high,169904,"Eggs, scrambled, frozen mixture",False,True,"Scrambled eggs are an egg-based dish, but all candidates are dairy/milk products; no egg entries exist in the provided Japanese composition table, making this a true mismatch between food categories.",,Dairy and Egg Products
high,169905,"Dove, cooked (includes squab)",False,True,"Dove/squab is poultry but Japanese table lacks poultry entries; candidates are all game meats (deer, boar, mutton) or beef with mismatched nutrient profiles - no suitable match exists",,Poultry Products
high,169910,"Mangos, raw",False,True,"Mango (raw) is a tropical fruit with 250kcal energy and 15.0g carbs; all Japanese candidates are either processed (jams, canned), citrus varieties, or other raw fruits with significantly lower energy (42-93kcal) and carbohydrate profiles, with no nutritionally equivalent match available.",,Fruits and Fruit Juices
high,169922,"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",False,True,"Frozen concentrate orange juice with added calcium (616kcal, 33.9g carbs, 578mg Ca per 100g undiluted) has no match in the Japanese table - all candidates are either prepared beverages (46-54kcal), processed fruits/jams, or fresh fruits; the undiluted concentrate composition and fortification are not represented",,Fruits and Fruit Juices
high,169923,"Orange juice, frozen concentrate, unsweetened, undiluted",False,True,"Orange juice frozen concentrate (148 kcal, 35.2g carbs, 629mg K, 145mg VitC per 100g undiluted) has no adequate match; all candidates are either prepared beverages with much lower energy/nutrients or non-juice products, lacking the concentrated nutrient profile of undiluted frozen concentrate",,Fruits and Fruit Juices
high,169927,"Papaya, canned, heavy syrup, drained",False,True,"Canned papaya in heavy syrup has no direct match in Japanese table; closest candidates are low-energy canned fruits (76-83 kcal) or high-sugar jams (189-250 kcal), but papaya's distinctive nutritional profile (206 kcal, 55.8g carbs, low protein/fat, tropical fruit) doesn't align well with any Japanese entry",,Fruits and Fruit Juices
high,169933,"Peaches, dehydrated (low-moisture), sulfured, stewed",False,True,"Dehydrated/stewed peaches (133 kcal, 34.1g carbs) have significantly higher energy and carbohydrate content than all Japanese candidates, which are mostly fresh or canned fruits with 40-85 kcal; no Japanese entry matches the concentrated nutrient profile of low-moisture dehydrated fruit.",,Fruits and Fruit Juices
high,169941,"Persimmons, japanese, raw",False,True,"Japanese persimmons (kaki) are not present in the provided table; all candidates are other fruit types with significantly different nutrient profiles, and persimmon is a common Japanese fruit that should have a dedicated entry in the 八訂 table but is absent from these options",,Fruits and Fruit Juices
high,169943,"Persimmons, native, raw",False,True,"Persimmons (柿) are not represented in the provided Japanese food composition table candidates; all listed fruits have significantly lower energy (30-89 kcal) and carbohydrates compared to persimmons' 127 kcal and 33.5g carbs, making none suitable matches.",,Fruits and Fruit Juices
high,169948,"Pineapple juice, frozen concentrate, unsweetened, undiluted",False,True,"Pineapple juice concentrate (179 kcal, 44.3g carbs per 100g) has no match in Japanese table; candidates are either whole citrus fruits (38-50 kcal), citrus juices (29-36 kcal), or processed fruit products with different nutrient profiles, none approximating concentrated tropical fruit juice",,Fruits and Fruit Juices
high,169949,"Plums, raw",False,True,"Plums (raw) are raw fresh stone fruits with 192kcal/100g and moderate carbohydrates, but all Japanese candidates are either canned fruits (60-84kcal), jams (190-194kcal but processed), or other fresh fruits in lower calorie ranges; no raw plum or nutritionally equivalent raw stone fruit entry exists in the Japanese table",,Fruits and Fruit Juices
high,169954,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",False,True,"Lima beans are legumes with moderate protein (6.07g), low fat (0.34g), and moderate carbs (19.3g); no Japanese candidate matches this profile—peanuts are oil-rich (23g fat), soybeans aren't listed, and corn/other vegetables are nutritionally distinct",,Vegetables and Vegetable Products
high,169955,"Lima beans, immature seeds, frozen, baby, unprepared",False,True,"Lima beans (immature frozen seeds) are legumes with no direct Japanese equivalent in the provided table; closest candidates (edamame #19, soramame #20) have significantly lower energy (143, 103 kcal vs 554 kcal) and different nutrient profiles, indicating the table lacks an appropriate lima bean entry",,Vegetables and Vegetable Products
high,169956,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",False,True,"Lima beans (immature legume seeds, high protein 6.65g, moderate carbs 19.4g, frozen cooked) have no equivalent in the Japanese food table; candidates are corn varieties, root vegetables, or other vegetables with fundamentally different nutritional profiles and botanical origins",,Vegetables and Vegetable Products
high,169960,"Beans, shellie, canned, solids and liquids",False,True,"Shellie beans (immature legume pods) are a specific US vegetable product with no direct Japanese equivalent in the table; closest candidates (corn, vegetables) have very different nutritional profiles (much lower protein, different carbohydrate composition) and food category",,Vegetables and Vegetable Products
high,169961,"Beans, snap, green, raw",False,True,"Green snap beans (raw, fresh pod vegetable) have no direct equivalent in the provided Japanese food composition table; closest candidates are corn, onion, and leafy vegetables, none of which match the nutrient profile (low energy ~131kcal, moderate protein 1.83g, high fiber 2.7g, fresh pod vegetable classification)",,Vegetables and Vegetable Products
high,169962,"Beans, snap, green, frozen, all styles, unprepared (Includes foods for USDA's Food Distribution Program)",False,True,"Frozen green snap beans (edamame-like legume vegetable) have no direct equivalent in Japanese food table; closest candidates (vegetables like leek, negi, asparagus) differ significantly in protein (1.79g vs 1.0-2.4g), carbs (7.54g vs 2.3-7.0g), and fiber content (2.6g fiber is notably high and unmatched in candidates)",,Vegetables and Vegetable Products
high,169964,"Beans, snap, green, frozen, all styles, microwaved",False,True,"Snap green beans (Phaseolus vulgaris) are not represented in the Japanese food composition table; candidates are either oil-fried vegetables (higher fat), corn products, or other legume types (winged beans, hyacinth beans) with different nutritional profiles, making NO_MATCH the most appropriate choice.",,Vegetables and Vegetable Products
high,169966,"Beets, canned, drained solids",False,True,"Canned beets have distinctly higher carbohydrates (7.21g), fiber (1.8g), and iron (1.82g) than all candidates; no Japanese vegetable composition matches this nutrient profile, particularly the iron content and carb-to-fiber ratio characteristic of beetroot.",,Vegetables and Vegetable Products
high,169971,"Brussels sprouts, cooked, boiled, drained, without salt",False,True,"Brussels sprouts (boiled) have no direct equivalent in Japanese food composition table; closest candidates (cauliflower, cabbage varieties) show significantly lower energy (20-28 kcal vs 36 kcal), protein (1.3-3.0g vs 2.55g), and carbs (2.7-3.5g vs 7.1g), indicating brussels sprouts' distinct nutritional profile is not adequately represented",,Vegetables and Vegetable Products
high,169972,"Brussels sprouts, frozen, unprepared",False,True,"Brussels sprouts (41kcal, 3.78g protein, 7.86g carbs, 3.8g fiber) are a Brassica crucifer with no direct Japanese equivalent in the table; closest candidates (cabbage, cauliflower) are significantly lower in energy, protein, and carbs, indicating frozen preparation increases nutrient density beyond raw Japanese vegetables listed",,Vegetables and Vegetable Products
high,169973,"Brussels sprouts, frozen, cooked, boiled, drained, without salt",False,True,"Brussels sprouts (175kcal, 3.64g protein, 4.1g fiber when cooked) have no direct Japanese equivalent in the table; closest candidates are cauliflower (26-28kcal) and various cabbages (20-30kcal), all significantly lower in energy and nutrients, indicating no nutritionally comparable match exists",,Vegetables and Vegetable Products
high,169983,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",False,True,"Frozen carrots are a common global vegetable, but all Japanese candidates are either leafy greens, sprouts, or legumes with energy 13-50 kcal/100g; carrots at 152 kcal/100g (likely including ice/water in frozen preparation) have no nutritionally comparable match in the provided table",,Vegetables and Vegetable Products
high,169984,"Carrots, frozen, cooked, boiled, drained, without salt",False,True,"Frozen cooked carrots have ~155kcal and 7.73g carbs, but all Japanese candidates are 13-50kcal with much lower carbs; carrots are absent from the provided table despite being a common vegetable, indicating no suitable match exists",,Vegetables and Vegetable Products
high,169985,"Cassava, raw",False,True,"Cassava is a starchy tuber with 160kcal and 38.1g carbs per 100g; all Japanese candidates are low-energy vegetables (9-25kcal) with minimal carbs, making cassava nutritionally incompatible with available entries and requiring a starch/tuber-specific match not present in this table.",,Vegetables and Vegetable Products
high,169987,"Celeriac, cooked, boiled, drained, without salt",False,True,"Celeriac (celery root) is a European vegetable with no direct equivalent in Japanese cuisine; all candidates are either leafy greens, root vegetables (daikon), or non-comparable vegetables with significantly different nutrient profiles",,Vegetables and Vegetable Products
high,169989,"Celery, cooked, boiled, drained, without salt",False,True,"Cooked celery (74 kcal, 0.83g protein, 4.0g carbs, 284mg K) has no nutritionally comparable match in Japanese table; candidates are all significantly lower in energy (9-34 kcal) and lack celery's characteristic nutrient profile",,Vegetables and Vegetable Products
high,169992,"Chicory greens, raw",False,True,"Chicory greens are a leafy green vegetable with distinctive bitter flavor and high fiber content (4.0g/100g); no Japanese candidates match both the high energy (96kcal), moderate carbs (4.7g), and especially the high fiber characteristic of raw chicory greens - all candidates are either too low in energy, lack fiber data, or are fundamentally different vegetables (asparagus, eggplant, legumes, etc.)",,Vegetables and Vegetable Products
high,169993,"Chicory roots, raw",False,True,"Chicory roots (raw vegetable with 303kcal, 17.5g carbs, 1.5g fiber) is a root vegetable with no nutritionally or conceptually equivalent entry in Japanese food composition table; closest candidates (lotus root, burdock preparations) are either cooked preparations or have significantly different nutrient profiles",,Vegetables and Vegetable Products
high,169994,"Chives, raw",False,True,"Chives (negi/nira in Japanese) are an allium vegetable with distinctly high protein (3.27g), vitamin C (58.1mg), and potassium (296mg) that don't match any provided candidates; closest options like cabbage and peppers are nutritionally much lower in protein and vitamin C, making them poor matches",,Vegetables and Vegetable Products
high,169996,"Collards, frozen, chopped, cooked, boiled, drained, without salt",False,True,"Collards are a leafy green cruciferous vegetable with 151kcal, 2.97g protein, and high calcium (210mg); no Japanese candidates match this energy density or nutrient profile - all listed options are 16-54kcal with lower protein, representing different vegetable types (legumes, sprouts, asparagus)",,Vegetables and Vegetable Products
high,169997,"Coriander (cilantro) leaves, raw",False,True,"Coriander/cilantro leaves are an herb with distinctive nutrient profile (high fiber 2.8g, moderate protein 2.13g, vitamin C 27mg) that doesn't match any provided vegetable candidates; no Japanese herb equivalent exists in the table",,Vegetables and Vegetable Products
high,170002,"Onions, dehydrated flakes",False,True,"Dehydrated onion flakes (1460 kcal/100g, 83.3g carbs, 9.2g fiber) represent a processed/dehydrated product with no direct equivalent in the Japanese table; closest onion entry (#4) is fresh sautéed onions at only 208 kcal with missing carb/fiber data, making nutrient profiles incomparable",,Vegetables and Vegetable Products
high,170011,"Peas, edible-podded, boiled, drained, without salt",False,True,"Edible-podded peas (snow peas/sugar snap peas) are a distinct vegetable category not represented in the provided Japanese table; all candidates are cruciferous vegetables, root vegetables, or other types with significantly different nutrient profiles (energy 15-78 kcal vs 42 kcal, protein 0.5-3.0g vs 3.27g, carbs 0.0-14.2g vs 7.05g)",,Vegetables and Vegetable Products
high,170012,"Peas, edible-podded, frozen, unprepared",False,True,"Edible-podded peas (snow peas/sugar snap peas) are a distinct vegetable category with higher protein (2.8g), fiber (3.1g), and carbs (7.2g) than all candidates; no Japanese entry matches this specific frozen pod pea product's nutritional profile",,Vegetables and Vegetable Products
high,170014,"Peas, green, canned, seasoned, solids and liquids",False,True,"Canned green peas with seasoning (50 kcal, 3.09g protein, 9.25g carbs, 0.645g salt) have no close match; all candidates are either too low in energy/carbs (leafy vegetables), too high in energy (corn products), or lack the specific legume profile and salt content of seasoned canned peas",,Vegetables and Vegetable Products
high,170017,"Peas, green, frozen, cooked, boiled, drained, without salt",False,True,Green peas (legume vegetable) have no direct match in Japanese table; closest candidates are corn (different vegetable type) or broad beans/peanuts (different legume types) - nutritional profiles don't align well enough for any candidate,,Vegetables and Vegetable Products
high,170019,"Peas and onions, canned, solids and liquids",False,True,"Peas and onions is a mixed vegetable canned product; no single Japanese entry matches both the pea-dominant composition (51 kcal, 3.28g protein, 8.57g carb) and the canned mixed vegetable concept - closest individual candidates (corn, onion, asparagus) are nutritionally divergent and don't represent the pea-onion mixture",,Vegetables and Vegetable Products
high,170020,"Peas and onions, frozen, unprepared",False,True,"Peas and onions mixture has no direct Japanese equivalent in the table; closest candidates are corn (options 1-4, 7, 9, 13) or onion alone (option 20), but none match the pea+onion combination's protein (3.98g), fiber (3.5g), and nutrient profile characteristic of pea-based dishes.",,Vegetables and Vegetable Products
high,170021,"Peas and onions, frozen, cooked, boiled, drained, without salt",False,True,"Peas and onions mixture has no direct match; closest candidates are corn (too high energy/carbs) or individual onion/leek entries (too low protein/energy), but none match the combined pea-onion composition with 2.54g protein and 188kcal per 100g",,Vegetables and Vegetable Products
high,170023,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",False,True,"Sweet green peppers (Capsicum annuum) are not represented in the Japanese food composition table; closest candidates (daikon, cabbage, turnip) differ significantly in nutrient profile, particularly in vitamin C (41.2mg vs typically <10mg) and vitamin A content, and lack the characteristic capsicum identity",,Vegetables and Vegetable Products
high,170026,"Potatoes, flesh and skin, raw",False,True,"Raw potato is a common global ingredient, but no raw or minimally processed potato entry exists in the Japanese table; all candidates are either cooked vegetables, pickled items, or fried preparations with substantially different nutritional profiles",,Vegetables and Vegetable Products
high,170027,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",False,True,"Russet potatoes (79 kcal, 18.1g carbs, 417mg K) are a staple starchy root vegetable with no nutritionally equivalent entry in the Japanese table; all candidates are either low-calorie vegetables (6-25 kcal) or boiled root vegetables, making them unsuitable matches for raw potato composition",,Vegetables and Vegetable Products
high,170028,"Potatoes, white, flesh and skin, raw",False,True,"Raw white potato is a common global staple vegetable, but no Japanese table entry matches raw potato (uncooked tuber); all candidates are either cooked vegetables, pickled items, or completely different produce types with incompatible nutrient profiles.",,Vegetables and Vegetable Products
high,170029,"Potatoes, red, flesh and skin, raw",False,True,"Red potatoes are a staple starchy vegetable with ~70kcal, 15.9g carbs, and significant potassium; no Japanese table entry matches potatoes (じゃがいも), and provided candidates are all low-carb vegetables (6-42kcal) or specialty greens/roots fundamentally different from potatoes in composition and culinary use",,Vegetables and Vegetable Products
high,170030,"Potatoes, Russet, flesh and skin, baked",False,True,"Baked russet potato (397kcal, 21.4g carbs, 2.3g fiber) has no close match in Japanese table; candidates are either fried/processed vegetables (higher fat), different tubers (くわい, ゆりね), or corn with mismatched nutrient profiles",,Vegetables and Vegetable Products
high,170031,"Potatoes, roasted, salt added in processing, frozen, unprepared",False,True,"Roasted frozen potatoes are a common global food, but no Japanese composition table entry matches the potato food item (high carbs ~26g, low protein ~2g, moderate energy 530kcal); closest candidates are non-potato starches or prepared vegetables with different nutrient profiles",,Vegetables and Vegetable Products
high,170032,"Potatoes, raw, skin",False,True,"Raw potato skin is a starchy tuber product not present in Japanese food composition table; candidates are leafy vegetables, corn, and root vegetables with fundamentally different nutrient profiles (lower energy/carbs, different mineral content)",,Vegetables and Vegetable Products
high,170033,"Potatoes, baked, flesh, without salt",False,True,"Baked potato (plain, unsalted) is a basic global staple with no direct match in Japanese table; candidates are either prepared vegetables (fried, boiled), pickled items, or nutritionally dissimilar (corn, eggplant, onion all have different macro profiles)",,Vegetables and Vegetable Products
high,170034,"Potatoes, baked, skin, without salt",False,True,"Baked potato skin is a common starch vegetable with no Japanese equivalent in the table; candidates are all specialty/pickle vegetables or root crops with vastly different nutrient profiles (energy 23-219 kcal vs 198 kcal, protein 0.6-15.5g vs 4.29g, carbs mostly 'None' vs 46.1g), making none suitable matches",,Vegetables and Vegetable Products
high,170035,"Potatoes, microwaved, cooked in skin, skin, without salt",False,True,"Microwaved potato skin (high carbs ~30g, fiber ~5.5g, K ~650mg, Fe ~6mg) has no nutritionally equivalent match in Japanese table; closest candidates (kuawai, corn) differ significantly in carbohydrate content and nutrient profile, indicating potatoes are not adequately represented in this Japanese composition dataset",,Vegetables and Vegetable Products
high,170036,"Potatoes, hash brown, home-prepared",False,True,"Hash browns are fried shredded potatoes (1110 kcal/100g, 12.5g fat) with no nutritionally or conceptually similar match in the Japanese table; all candidates are either whole vegetables, pickled items, or deep-fried non-potato dishes with vastly different energy and macronutrient profiles",,Vegetables and Vegetable Products
high,170037,"Potatoes, mashed, home-prepared, whole milk and margarine added",False,True,"Mashed potatoes with milk and margarine is a prepared starch dish without a nutritionally or conceptually equivalent entry in the Japanese food composition table; all candidates are either raw/cooked vegetables, pickled items, or corn products with vastly different macronutrient profiles (notably lower energy and carbohydrates).",,Vegetables and Vegetable Products
high,170038,"Potatoes, scalloped, home-prepared with butter",False,True,"Scalloped potatoes with butter is a creamy potato dish with dairy; no Japanese table entry matches potatoes or potato-based dishes, making direct equivalence impossible",,Vegetables and Vegetable Products
